Id,RecordType.Name,Industry,Industry_Sub_Type__c,Business_Type__c,Country__c,Is_External__c,ParentId
0012e000003A6q0AAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6q4AAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6q5AAC,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6qCAAS,Business Organization,Manufacturing & R&D,Consumer Goods,Multinational / Other Large Corporate,Australia,External,
0012e000003A6qPAAS,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6qWAAS,Business Organization,Services,Education,Government: International,Australia,External,0012e000003A6qYAAS
0012e000003A6qiAAC,Business Organization,Services,Education,University,Australia,External,0012e000003A6gkAAC
0012e000003A6qyAAC,Business Organization,Services,Entertainment & Creative Industries,Multinational / Other Large Corporate,Belgium,External,
0012e000003A6r2AAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6r9AAC,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,0012e000003A78yAAC
0012e000003A6rhAAC,Business Organization,Health,Diagnostics,SME (small to medium enterprise),New Zealand,External,
0012e000003A6rjAAC,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6roAAC,Business Organization,Health,Biotechnology (non-Pharma),Not for profit,Australia,External,
0012e000003A6s8AAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6tzAAC,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6u6AAC,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6u8AAC,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000003A6uBAAS,Business Organization,Manufacturing & R&D,Consumer Goods,SME (small to medium enterprise),Australia,External,
0012e000003A6uCAAS,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6uGAAS,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6uJAAS,Business Organization,Manufacturing & R&D,Consumer Goods,SME (small to medium enterprise),Australia,External,
0012e000003A6uWAAS,Business Organization,Manufacturing & R&D,Consumer Goods,SME (small to medium enterprise),Australia,External,
0012e000003A6uaAAC,Business Organization,Services,Community,Not for profit,United States of America,External,
0012e000003A6uhAAC,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,Australia,External,
0012e000003A6uuAAC,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6uwAAC,Business Organization,Agriculture & Horticulture,,RDC (Rural Research and Development Corporations),Australia,External,
0012e000003A6uzAAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6v0AAC,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6vQAAS,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",SME (small to medium enterprise),Australia,External,
0012e000003A6vVAAS,Business Organization,Agriculture & Horticulture,,Not for profit,United Kingdom,External,
0012e000003A6vhAAC,Business Organization,Agriculture & Horticulture,,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6vkAAC,Business Organization,Public Administration,,Government: International,New Zealand,External,
0012e000003A6w2AAC,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),United States of America,External,
0012e000003A6wFAAS,Business Organization,Agriculture & Horticulture,,RDC (Rural Research and Development Corporations),Australia,External,
0012e000003A6wIAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6wNAAS,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6wOAAS,Business Organization,Health,Research Tools/Consumables,SME (small to medium enterprise),Australia,External,
0012e000003A6wSAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6wnAAC,Business Organization,Health,Pharmaceuticals,Not for profit,United Kingdom,External,
0012e000003A6x2AAC,Business Organization,Health,Diagnostics,SME (small to medium enterprise),Australia,External,
0012e000003A6x6AAC,Business Organization,Veterinary,,SME (small to medium enterprise),Australia,External,
0012e000003A6xBAAS,Business Organization,Health,Pharmaceuticals,Not for profit,Australia,External,
0012e000003A6xLAAS,Business Organization,Agriculture & Horticulture,,University,India,External,
0012e000003A6xMAAS,Business Organization,Agriculture & Horticulture,,Government: Australia: Federal,Australia,External,
0012e000003A6xNAAS,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6xPAAS,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",Large Australian Corporate,Australia,External,
0012e000003A6xYAAS,Business Organization,Agriculture & Horticulture,,Not for profit,Australia,External,
0012e000003A6xbAAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6xfAAC,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6xoAAC,Business Organization,Public Administration,,Government: International,Indonesia,External,
0012e000003A6xqAAC,Business Organization,Technology: IT & Telephone Services,,Not for profit,Australia,External,
0012e000003A6xrAAC,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,Israel,External,
0012e000003A6yKAAS,Business Organization,Services,Financial & Insurance,Not for profit,United States of America,External,
0012e000003A6yQAAS,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6yzAAC,Business Organization,Construction & Construction Materials,,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6z5AAC,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003A6z7AAC,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,United States of America,External,0012e000003A78qAAC
0012e000003A6zfAAC,Business Organization,Construction & Construction Materials,,Large Australian Corporate,Australia,External,
0012e000003A6ziAAC,Business Organization,Construction & Construction Materials,,Multinational / Other Large Corporate,Australia,External,
0012e000003A6zlAAC,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6zsAAC,Business Organization,Transportation & Logistics,,CRC (Co-operative Research Centre),Australia,External,
0012e000003A6ztAAC,Business Organization,Services,Education,University,Germany,External,
0012e000003A701AAC,Business Organization,Materials: Chemicals & Industrial Metals,,Multinational / Other Large Corporate,Finland,External,
0012e000003A705AAC,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,United Kingdom,External,
0012e000003A70QAAS,Business Organization,Construction & Construction Materials,,Large Australian Corporate,Australia,External,
0012e000003A70VAAS,Business Organization,Health,Health Care & Healthy Aging,University,The Netherlands,External,
0012e000003A70YAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A70eAAC,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A70jAAC,Business Organization,Health,Biotechnology (non-Pharma),Large Australian Corporate,Australia,External,
0012e000003A70lAAC,Business Organization,Services,Entertainment & Creative Industries,SME (small to medium enterprise),Australia,External,
0012e000003A70sAAC,Business Organization,Construction & Construction Materials,,Large Australian Corporate,Australia,External,
0012e000003A714AAC,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",SME (small to medium enterprise),Australia,External,
0012e000003A71CAAS,Business Organization,Services,Community,Not for profit,United States of America,External,
0012e000003A71FAAS,Business Organization,Mining & Refining,,Multinational / Other Large Corporate,Chile,External,
0012e000003A71KAAS,Business Organization,Energy & Utilities,,SME (small to medium enterprise),Australia,External,
0012e000003A71TAAS,Business Organization,Agriculture & Horticulture,,CRC (Co-operative Research Centre),Australia,External,
0012e000003A71bAAC,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A71eAAC,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),Australia,External,
0012e000003A757AAC,Business Organization,Services,Environmental,SME (small to medium enterprise),Australia,External,
0012e000003A75iAAC,Business Organization,Services,Financial & Insurance,SME (small to medium enterprise),Australia,External,0012e000003A764AAC
0012e000003A76DAAS,Business Organization,Health,Diagnostics,SME (small to medium enterprise),Australia,External,
0012e000003A76LAAS,Business Organization,Public Administration,,Government: International,China,External,
0012e000003A76PAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A76cAAC,Business Organization,Health,Research Tools/Consumables,Multinational / Other Large Corporate,United States of America,External,
0012e000003A76mAAC,Business Organization,Agriculture & Horticulture,,RDC (Rural Research and Development Corporations),Australia,External,
0012e000003A76qAAC,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A76xAAC,Business Organization,Services,Entertainment & Creative Industries,Large Australian Corporate,Australia,External,
0012e000003A777AAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A77KAAS,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A77NAAS,Business Organization,Services,Education,SME (small to medium enterprise),China,External,
0012e000003A77QAAS,Business Organization,Services,Education,SME (small to medium enterprise),Australia,External,
0012e000003A77mAAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A77pAAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A784AAC,Business Organization,Services,Education,SME (small to medium enterprise),Australia,External,
0012e000003A789AAC,Business Organization,Agriculture & Horticulture,,Government: International,Italy,External,
0012e000003A78BAAS,Business Organization,Mining & Refining,,Multinational / Other Large Corporate,United States of America,External,
0012e000003A78HAAS,Business Organization,Defence,,Government: Australia: Federal,Australia,External,
0012e000003A78IAAS,Business Organization,Services,Education,University,Australia,External,
0012e000003A78WAAS,Business Organization,Manufacturing & R&D,Food & Beverage,Large Australian Corporate,Australia,External,
0012e000003A795AAC,Business Organization,Mining & Refining,,Large Australian Corporate,Australia,External,
0012e000003A79EAAS,Business Organization,Mining & Refining,,Multinational / Other Large Corporate,Australia,External,
0012e000003A79GAAS,Business Organization,Energy & Utilities,,PFRO (Publicly-Funded Research Organisation),Canada,External,
0012e000003A79OAAS,Business Organization,Manufacturing & R&D,Food & Beverage,SME (small to medium enterprise),Australia,External,
0012e000003A79dAAC,Business Organization,Transportation & Logistics,,Multinational / Other Large Corporate,United States of America,External,
0012e000003A79pAAC,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),Australia,External,
0012e000003A79tAAC,Business Organization,Manufacturing & R&D,Consumer Goods,Multinational / Other Large Corporate,Australia,External,
0012e000003A7AFAA0,Business Organization,Public Administration,,Not for profit,United States of America,External,
0012e000003Bc76AAC,Business Organization,Services,Entertainment & Creative Industries,Not for profit,Australia,External,
0012e000003Qs1NAAS,Business Organization,Services,Community,Government: Australia: Federal,Australia,External,
0012e000003TCPoAAO,Business Organization,Veterinary,,SME (small to medium enterprise),Australia,External,
0012e000003TDutAAG,Business Organization,Public Administration,,University,New Zealand,External,
0012e000003hqZzAAI,Business Organization,Public Administration,,Not for profit,New Zealand,External,
0012e000003j0fmAAA,Business Organization,Forestry & Paper,,Not for profit,Australia,External,
0012e000003jffQAAQ,Business Organization,Transportation,,Government: Australia: Federal,Australia,External,
0012e000003lfLhAAI,Business Organization,Energy & Utilities,,Government: International,New Zealand,External,
0012e000003mOFIAA2,Business Organization,Public Administration,,Not for profit,United States of America,External,
0012e000003nC9UAAU,Business Organization,Services,Entertainment & Creative Industries,Not for profit,United Kingdom,External,
0012e000003o4MNAAY,Business Organization,Services,Environmental,Large Australian Corporate,Australia,External,
0012e000003peYzAAI,Business Organization,Energy & Utilities,,Not for profit,Australia,External,
0012e000003qFY5AAM,Business Organization,Energy & Utilities,,Government: Australia: Local & State,Australia,External,
0012e000003s4n2AAA,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003s7tAAAQ,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,Canada,External,
0012e000003so3WAAQ,Business Organization,Public Administration,,SME (small to medium enterprise),Australia,External,
0012e000003za6MAAQ,Business Organization,Public Administration,,Not for profit,Australia,External,
0012e0000040ApRAAU,Business Organization,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",Multinational / Other Large Corporate,United Kingdom,External,
0012e0000040XTpAAM,Business Organization,Health,Medical Devices,Multinational / Other Large Corporate,Switzerland,External,
0012e000004FJLcAAO,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000004FKQeAAO,Business Organization,Services,Environmental,Not for profit,Australia,External,
0012e000004GEXVAA4,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),Australia,External,
0012e000004GqxCAAS,Business Organization,Public Administration,,Not for profit,United Kingdom,External,
0012e000004JH40AAG,Business Organization,Services,Engineering and Scientific,SME (small to medium enterprise),Australia,External,
0012e000004N8AFAA0,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000004NvR5AAK,Business Organization,Services,Education,SME (small to medium enterprise),Australia,External,
0012e000004O35sAAC,Business Organization,Services,Education,Government: International,United States of America,External,
0012e000004O37QAAS,Business Organization,Services,Education,Not for profit,United States of America,External,
0012e000004O3ABAA0,Business Organization,Services,Education,Not for profit,United States of America,External,
0012e000004PYZYAA4,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,France,External,
0012e000004PzwFAAS,Business Organization,Services,Education,Not for profit,United States of America,External,
0012e000004QyBUAA0,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,
0012e000004REQiAAO,Business Organization,Health,Pharmaceuticals,Not for profit,United States of America,External,
0012e000004TH8nAAG,Business Organization,Services,Community,Multinational / Other Large Corporate,United States of America,External,
0012e000004TOwHAAW,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000004VfvLAAS,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",Multinational / Other Large Corporate,Australia,External,
0012e000004WggJAAS,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000004XcNWAA0,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000004XjejAAC,Business Organization,Public Administration,,Government: International,Indonesia,External,
0012e000004ZubjAAC,Business Organization,Services,Education,Multinational / Other Large Corporate,United States of America,External,
0012e000004aUbWAAU,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,United States of America,External,
0012e000004j1BHAAY,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,
0012e000004jC5EAAU,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000004jJvyAAE,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000004rZSiAAM,Business Organization,Public Administration,,Government: International,New Zealand,External,
0012e000004sHCFAA2,Business Organization,Services,Entertainment & Creative Industries,Government: Australia: Federal,Australia,External,
0012e000004shuMAAQ,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000002Z3OuAAK,University Department,,,,,Internal,0012e000002ZNYOAA4
0012e000002Zt0yAAC,University Department,,,,,Internal,0012e000002Zt10AAC
0012e0000036xT0AAI,University Department,,,,,Internal,0012e000002Zt0nAAC
0012e000003A6DsAAK,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6EPAA0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,Australia,External,
0012e000003A6EZAA0,Business Organization,Health,Health Care & Healthy Aging,Government: International,India,External,
0012e000003A6EeAAK,Business Organization,Public Administration,,Government: Australia: Federal,India,External,
0012e000003A6EhAAK,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6EjAAK,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,0012e000003A6FfAAK
0012e000003A6EqAAK,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",SME (small to medium enterprise),Australia,External,
0012e000003A6F1AAK,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6FzAAK,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,0012e000003A6F2AAK
0012e000003A6GLAA0,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,Switzerland,External,
0012e000003A6GcAAK,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,Australia,External,0012e000003A6GIAA0
0012e000003A6GlAAK,Business Organization,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,Australia,External,
0012e000003A6GnAAK,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,Australia,External,
0012e000003A6J8AAK,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,Australia,External,
0012e000003A6JcAAK,Business Organization,Services,Business & Professional,SME (small to medium enterprise),United Kingdom,External,
0012e000003A6LqAAK,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,Australia,External,
0012e000003A6MsAAK,Business Organization,Agriculture & Horticulture,,Government: Australia: Local & State,Australia,External,
0012e000003A6NXAA0,Business Organization,Defence,,Multinational / Other Large Corporate,Australia,External,0012e000003A6PUAA0
0012e000003A6NbAAK,Business Organization,Energy & Utilities,,Government: International,India,External,0012e000003A6PpAAK
0012e000003A6NdAAK,Business Organization,Services,Engineering and Scientific,Government: International,United States of America,External,
0012e000003A6NkAAK,Business Organization,Agriculture & Horticulture,,Not for profit,Australia,External,
0012e000003A6NmAAK,Business Organization,Services,Business & Professional,Large Australian Corporate,Australia,External,
0012e000003A6NvAAK,Business Organization,Technology: IT & Telephone Services,,Large Australian Corporate,Australia,External,
0012e000003A6NxAAK,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6OKAA0,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,India,External,0012e000003A6ZkAAK
0012e000003A6OwAAK,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6P0AAK,Business Organization,Manufacturing & R&D,Food & Beverage,Large Australian Corporate,Australia,External,
0012e000003A6PBAA0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6PEAA0,Business Organization,Health,Medical Devices,Multinational / Other Large Corporate,Australia,External,
0012e000003A6PJAA0,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,Italy,External,
0012e000003A6PLAA0,Business Organization,Services,Education,University,China,External,
0012e000003A6PpAAK,Business Organization,Public Administration,,Government: International,India,External,0012e000003A6O1AAK
0012e000003A6PzAAK,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6QFAA0,Business Organization,Services,Education,University,Australia,External,
0012e000003A6QPAA0,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Indonesia,External,
0012e000003A6QYAA0,Business Organization,Mining & Refining,,Multinational / Other Large Corporate,South Africa,External,
0012e000003A6QdAAK,Business Organization,Transportation & Logistics,,Not for profit,Australia,External,
0012e000003A6QfAAK,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6QlAAK,Business Organization,Services,Education,University,Thailand,External,
0012e000003A6QxAAK,Business Organization,Services,Business & Professional,Not for profit,United Kingdom,External,
0012e000003A6R4AAK,Business Organization,Construction & Construction Materials,,Large Australian Corporate,Australia,External,
0012e000003A6R5AAK,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6RIAA0,Business Organization,Services,Education,University,Indonesia,External,
0012e000003A6RKAA0,Business Organization,Defence,,Government: Australia: Federal,Australia,External,
0012e000003A6RLAA0,Business Organization,Public Administration,,Government: International,Switzerland,External,
0012e000003A6RMAA0,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6RQAA0,Business Organization,Services,Education,Not for profit,Pakistan,External,
0012e000003A6RYAA0,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6RZAA0,Business Organization,Services,Community,SME (small to medium enterprise),Australia,External,
0012e000003A6U4AAK,Business Organization,Construction & Construction Materials,,Multinational / Other Large Corporate,Malaysia,External,
0012e000003A6U5AAK,Business Organization,Services,Environmental,CRC (Co-operative Research Centre),Australia,External,
0012e000003A6U6AAK,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003A6U7AAK,Business Organization,Services,Engineering and Scientific,SME (small to medium enterprise),Australia,External,
0012e000003A6UCAA0,Business Organization,Services,Community,Not for profit,United States of America,External,
0012e000003A6UGAA0,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6UJAA0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,
0012e000003A6UYAA0,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003A6UeAAK,Business Organization,Transportation & Logistics,,Government: Australia: Local & State,Australia,External,
0012e000003A6UjAAK,Business Organization,Construction & Construction Materials,,Multinational / Other Large Corporate,Australia,External,
0012e000003A6UyAAK,Business Organization,Services,Education,SME (small to medium enterprise),Australia,External,
0012e000003A6V2AAK,Business Organization,Services,Engineering and Scientific,Multinational / Other Large Corporate,Singapore,External,
0012e000003A6V3AAK,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,Japan,External,
0012e000003A6V6AAK,Business Organization,Services,Financial & Insurance,SME (small to medium enterprise),Australia,External,
0012e000003A6V9AAK,Business Organization,Public Administration,,Government: International,India,External,
0012e000003A6VDAA0,Business Organization,Services,Entertainment & Creative Industries,Not for profit,Australia,External,
0012e000003A6VLAA0,Business Organization,Services,Business & Professional,Not for profit,Australia,External,
0012e000003A6VlAAK,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6VyAAK,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6WCAA0,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6WPAA0,Business Organization,Services,Community,Government: Australia: Federal,Australia,External,
0012e000003A6WdAAK,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6WmAAK,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6X1AAK,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Switzerland,External,
0012e000003A6X2AAK,Business Organization,Energy & Utilities,,Government: Australia: Local & State,Australia,External,
0012e000003A6X3AAK,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6XhAAK,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6Z5AAK,Business Organization,Manufacturing & R&D,Food & Beverage,SME (small to medium enterprise),Australia,External,
0012e000003A6ZFAA0,Business Organization,Services,Engineering and Scientific,Multinational / Other Large Corporate,Australia,External,
0012e000003A6a7AAC,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,Australia,External,
0012e000003A6aWAAS,Business Organization,Services,Environmental,Government: Australia: Local & State,Australia,External,
0012e000003A6aXAAS,Business Organization,Transportation & Logistics,,Government: Australia: Local & State,Australia,External,
0012e000003A6acAAC,Business Organization,Agriculture & Horticulture,,Government: Australia: Local & State,Australia,External,
0012e000003A6aoAAC,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6avAAC,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003A6b1AAC,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000003A6bDAAS,Business Organization,Health,Health Care & Healthy Aging,Multinational / Other Large Corporate,Australia,External,0012e000003A6aGAAS
0012e000003A6bHAAS,Business Organization,Public Administration,,Government: International,China,External,
0012e000003A6bIAAS,Business Organization,Health,Diagnostics,SME (small to medium enterprise),Australia,External,
0012e000003A6bUAAS,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,France,External,
0012e000003A6bWAAS,Business Organization,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,Singapore,External,
0012e000003A6boAAC,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,
0012e000003A6cIAAS,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6cJAAS,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6clAAC,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6csAAC,Business Organization,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),Canada,External,
0012e000003A6d9AAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6dCAAS,Business Organization,Energy & Utilities,,Government: Australia: Local & State,Australia,External,
0012e000003A6dTAAS,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,
0012e000003A6eAAAS,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),United Kingdom,External,
0012e000003A6g5AAC,Business Organization,Public Administration,,Government: International,Papua New Guinea,External,
0012e000003A6gAAAS,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Indonesia,External,
0012e000003A6gEAAS,Business Organization,Services,Community,Government: International,Taiwan,External,
0012e000003A6gQAAS,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,
0012e000003A6gRAAS,Business Organization,Construction & Construction Materials,,Not for profit,Australia,External,
0012e000003A6gTAAS,Business Organization,Services,Engineering and Scientific,Not for profit,Australia,External,
0012e000003A6gcAAC,Business Organization,Services,Entertainment & Creative Industries,SME (small to medium enterprise),Australia,External,
0012e000003A6gfAAC,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",Government: Australia: Federal,Australia,External,
0012e000003A6h6AAC,Business Organization,Transportation & Logistics,,Government: Australia: Local & State,Australia,External,
0012e000003A6hBAAS,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6hNAAS,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6hOAAS,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6hYAAS,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6hfAAC,Business Organization,Defence,,Multinational / Other Large Corporate,Australia,External,
0012e000003A6hiAAC,Business Organization,Energy & Utilities,,Large Australian Corporate,Australia,External,
0012e000003A6hmAAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6i4AAC,Business Organization,Services,Education,University,Australia,External,
0012e000003A6i9AAC,Business Organization,Energy & Utilities,,Government: International,United States of America,External,
0012e000003A6jGAAS,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),United States of America,External,
0012e000003A6jRAAS,Business Organization,Health,Health Care & Healthy Aging,SME (small to medium enterprise),Australia,External,
0012e000003A6jtAAC,Business Organization,Services,Education,University,Australia,External,
0012e000003A6k2AAC,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,Australia,External,
0012e000003A6kYAAS,Business Organization,Services,Community,Not for profit,Timor-Leste,External,
0012e000003A6kfAAC,Business Organization,Services,Business & Professional,Large Australian Corporate,Australia,External,
0012e000003A6kkAAC,Business Organization,Health,Medical Devices,Multinational / Other Large Corporate,Australia,External,
0012e000003A6krAAC,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),Australia,External,
0012e000003A6l8AAC,Business Organization,Services,Environmental,Government: Australia: Federal,Australia,External,0012e000003A6FfAAK
0012e000003A6lNAAS,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6lSAAS,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6lrAAC,Business Organization,Services,Education,University,United States of America,External,
0012e000003A6lwAAC,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6lyAAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6m0AAC,Business Organization,Services,Education,University,United States of America,External,
0012e000003A6mHAAS,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6mLAAS,Business Organization,Energy & Utilities,,SME (small to medium enterprise),Australia,External,
0012e000003A6miAAC,Business Organization,Manufacturing & R&D,Food & Beverage,SME (small to medium enterprise),Australia,External,
