Id,RecordType.Name,Industry,Industry_Sub_Type__c,Business_Type__c,Country__c,Is_External__c,ParentId
0012e000002Z51eAAC,University Department,,,,,Internal,0012e000002ZmOZAA0
0012e000002Zt1lAAC,University Department,,,,,Internal,0012e000002Zt1GAAS
0012e000003A6EQAA0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,0012e000003A6QGAA0
0012e000003A6ETAA0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6ExAAK,Business Organization,Agriculture & Horticulture,,Not for profit,Australia,External,
0012e000003A6F2AAK,Business Organization,Services,Financial & Insurance,Government: Australia: Federal,Australia,External,0012e000003A6FfAAK
0012e000003A6FbAAK,Business Organization,Energy & Utilities,,Government: Australia: Local & State,Australia,External,0012e000003A78yAAC
0012e000003A6H1AAK,Business Organization,Forestry & Paper,,Not for profit,Mexico,External,
0012e000003A6HVAA0,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000003A6IOAA0,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6ItAAK,Business Organization,Energy & Utilities,,SME (small to medium enterprise),Australia,External,
0012e000003A6NYAA0,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",Multinational / Other Large Corporate,Australia,External,
0012e000003A6NcAAK,Business Organization,Construction & Construction Materials,,Not for profit,Australia,External,0012e000003A6NzAAK
0012e000003A6NsAAK,Business Organization,Construction & Construction Materials,,Multinational / Other Large Corporate,Australia,External,
0012e000003A6OFAA0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6OQAA0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6OSAA0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6OhAAK,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,0012e000003A6PuAAK
0012e000003A6P4AAK,Business Organization,Services,Financial & Insurance,Government: Australia: Federal,Australia,External,
0012e000003A6P5AAK,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",Multinational / Other Large Corporate,Australia,External,0012e000003A6OeAAK
0012e000003A6P8AAK,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Italy,External,
0012e000003A6PFAA0,Business Organization,Technology: IT & Telephone Services,,Large Australian Corporate,Australia,External,
0012e000003A6PHAA0,Business Organization,Health,Health Care & Healthy Aging,SME (small to medium enterprise),Australia,External,
0012e000003A6POAA0,Business Organization,Energy & Utilities,,SME (small to medium enterprise),Australia,External,
0012e000003A6PRAA0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6PZAA0,Business Organization,Materials: Chemicals & Industrial Metals,,Not for profit,Australia,External,
0012e000003A6PuAAK,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,
0012e000003A6PxAAK,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6Q2AAK,Business Organization,Health,Health Care & Healthy Aging,Government: International,China,External,
0012e000003A6Q7AAK,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6QEAA0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6QKAA0,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6QsAAK,Business Organization,Services,Entertainment & Creative Industries,SME (small to medium enterprise),China,External,
0012e000003A6R2AAK,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6ROAA0,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6TDAA0,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6U9AAK,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003A6UAAA0,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6UcAAK,Business Organization,Construction & Construction Materials,,Large Australian Corporate,Australia,External,
0012e000003A6UdAAK,Business Organization,Construction & Construction Materials,,Not for profit,Germany,External,
0012e000003A6UhAAK,Business Organization,Agriculture & Horticulture,,Not for profit,Australia,External,
0012e000003A6UoAAK,Business Organization,Services,Environmental,Government: Australia: Local & State,Australia,External,
0012e000003A6UrAAK,Business Organization,Services,Education,University,Australia,External,
0012e000003A6V4AAK,Business Organization,Public Administration,,Not for profit,Australia,External,
0012e000003A6VFAA0,Business Organization,Services,Financial & Insurance,SME (small to medium enterprise),Australia,External,
0012e000003A6VQAA0,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),Australia,External,
0012e000003A6VdAAK,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6VtAAK,Business Organization,Services,Community,Government: Australia: Federal,Australia,External,
0012e000003A6W2AAK,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6WAAA0,Business Organization,Energy & Utilities,,Government: Australia: Local & State,Australia,External,
0012e000003A6WMAA0,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6WTAA0,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6WYAA0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,Australia,External,
0012e000003A6XAAA0,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6aEAAS,Business Organization,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,Australia,External,
0012e000003A6aNAAS,Business Organization,Services,Financial & Insurance,Government: Australia: Federal,Australia,External,
0012e000003A6ahAAC,Business Organization,Services,Business & Professional,Government: Australia: Local & State,Australia,External,
0012e000003A6amAAC,Business Organization,Services,Business & Professional,Large Australian Corporate,Australia,External,
0012e000003A6anAAC,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),United States of America,External,
0012e000003A6asAAC,Business Organization,Energy & Utilities,,Large Australian Corporate,Australia,External,
0012e000003A6ayAAC,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6b0AAC,Business Organization,Health,Diagnostics,SME (small to medium enterprise),Australia,External,
0012e000003A6b5AAC,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6b7AAC,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,South Korea,External,
0012e000003A6b8AAC,Business Organization,Health,Biotechnology (non-Pharma),Not for profit,Australia,External,
0012e000003A6bMAAS,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),Australia,External,
0012e000003A6bTAAS,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6bZAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6bsAAC,Business Organization,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,United States of America,External,0012e000003A6vpAAC
0012e000003A6c3AAC,Business Organization,Health,Research Tools/Consumables,Multinational / Other Large Corporate,Germany,External,
0012e000003A6c4AAC,Business Organization,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,United States of America,External,
0012e000003A6c5AAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6cEAAS,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6cLAAS,Business Organization,Health,Medical Devices,Multinational / Other Large Corporate,Australia,External,
0012e000003A6cQAAS,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),United States of America,External,
0012e000003A6cRAAS,Business Organization,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,Australia,External,
0012e000003A6cUAAS,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6cVAAS,Business Organization,Services,Entertainment & Creative Industries,Multinational / Other Large Corporate,United Kingdom,External,
0012e000003A6caAAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Hong Kong,External,
0012e000003A6ckAAC,Business Organization,Health,Health Care & Healthy Aging,University,Australia,External,
0012e000003A6cnAAC,Business Organization,Health,Pharmaceuticals,Large Australian Corporate,Australia,External,
0012e000003A6cqAAC,Business Organization,Health,Diagnostics,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6crAAC,Business Organization,Manufacturing & R&D,Consumer Goods,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6d3AAC,Business Organization,Mining & Refining,,PFRO (Publicly-Funded Research Organisation),Australia,External,
0012e000003A6dUAAS,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6dWAAS,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6dYAAS,Business Organization,Transportation & Logistics,,Government: Australia: Local & State,Australia,External,
0012e000003A6dcAAC,Business Organization,Services,Entertainment & Creative Industries,Not for profit,Australia,External,
0012e000003A6djAAC,Business Organization,Services,Entertainment & Creative Industries,Not for profit,Australia,External,
0012e000003A6dnAAC,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6dsAAC,Business Organization,Defence,,Government: Australia: Federal,Australia,External,
0012e000003A6dxAAC,Business Organization,Defence,,Government: Australia: Federal,Australia,External,
0012e000003A6dyAAC,Business Organization,Defence,,Multinational / Other Large Corporate,Australia,External,
0012e000003A6e1AAC,Business Organization,Defence,,Government: International,United States of America,External,0012e000003A6hdAAC
0012e000003A6e8AAC,Business Organization,Health,Diagnostics,SME (small to medium enterprise),Australia,External,
0012e000003A6fvAAC,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,
0012e000003A6fxAAC,Business Organization,Public Administration,,Government: International,New Zealand,External,
0012e000003A6g0AAC,Business Organization,Services,Entertainment & Creative Industries,Not for profit,Russian Federation,External,
0012e000003A6g1AAC,Business Organization,Services,Education,University,Malaysia,External,
0012e000003A6gpAAC,Business Organization,Public Administration,,Government: International,Papua New Guinea,External,
0012e000003A6gxAAC,Business Organization,Services,Education,University,China,External,
0012e000003A6hGAAS,Business Organization,Health,Health Care & Healthy Aging,Not for profit,New Zealand,External,
0012e000003A6hKAAS,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6hPAAS,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6haAAC,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6hjAAC,Business Organization,Mining & Refining,,Government: Australia: Federal,Australia,External,
0012e000003A6hpAAC,Business Organization,Services,Environmental,Not for profit,Australia,External,
0012e000003A6hqAAC,Business Organization,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",SME (small to medium enterprise),Australia,External,
0012e000003A6hsAAC,Business Organization,Manufacturing & R&D,Aerospace,Multinational / Other Large Corporate,Australia,External,
0012e000003A6hzAAC,Business Organization,Defence,,SME (small to medium enterprise),Australia,External,
0012e000003A6i0AAC,Business Organization,Services,Engineering and Scientific,SME (small to medium enterprise),Australia,External,
0012e000003A6i6AAC,Business Organization,Defence,,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6iBAAS,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,Japan,External,
0012e000003A6iDAAS,Business Organization,Services,Engineering and Scientific,Large Australian Corporate,Australia,External,
0012e000003A6jJAAS,Business Organization,Health,Health Care & Healthy Aging,PFRO (Publicly-Funded Research Organisation),Australia,External,
0012e000003A6jOAAS,Business Organization,Agriculture & Horticulture,,Not for profit,Australia,External,
0012e000003A6jVAAS,Business Organization,Health,Pharmaceuticals,SME (small to medium enterprise),Australia,External,
0012e000003A6jZAAS,Business Organization,Agriculture & Horticulture,,PFRO (Publicly-Funded Research Organisation),Australia,External,
0012e000003A6k9AAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6kHAAS,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6kIAAS,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6kQAAS,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6kSAAS,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6kbAAC,Business Organization,Services,Education,Government: Australia: Federal,Australia,External,
0012e000003A6kdAAC,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6keAAC,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6khAAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6kjAAC,Business Organization,Public Administration,,Government: International,New Zealand,External,
0012e000003A6kuAAC,Business Organization,Construction & Construction Materials,,Government: Australia: Local & State,Australia,External,0012e000003A6EhAAK
0012e000003A6kvAAC,Business Organization,Services,Business & Professional,Large Australian Corporate,Australia,External,
0012e000003A6l0AAC,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,0012e000003A6EhAAK
0012e000003A6l1AAC,Business Organization,Health,Health Care & Healthy Aging,Multinational / Other Large Corporate,Australia,External,
0012e000003A6l3AAC,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,
0012e000003A6lEAAS,Business Organization,Services,Community,Not for profit,United States of America,External,
0012e000003A6lZAAS,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6lkAAC,Business Organization,Agriculture & Horticulture,,Government: Australia: Local & State,Australia,External,0012e000003A6EdAAK
0012e000003A6lmAAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6ltAAC,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6m9AAC,Business Organization,Services,Education,Not for profit,Singapore,External,
0012e000003A6mTAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6mcAAC,Business Organization,Services,Entertainment & Creative Industries,Not for profit,Australia,External,
0012e000003A6mgAAC,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",Multinational / Other Large Corporate,Australia,External,
0012e000003A6mjAAC,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000003A6mtAAC,Business Organization,Transportation & Logistics,,Not for profit,Australia,External,
0012e000003A6n6AAC,Business Organization,Energy & Utilities,,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6n8AAC,Business Organization,Construction & Construction Materials,,Multinational / Other Large Corporate,Japan,External,
0012e000003A6nAAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6nFAAS,Business Organization,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,China,External,
0012e000003A6nQAAS,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6niAAC,Business Organization,Public Administration,,Government: International,New Zealand,External,
0012e000003A6nmAAC,Business Organization,Public Administration,,Government: International,New Zealand,External,
0012e000003A6nnAAC,Business Organization,Public Administration,,Government: International,New Zealand,External,
0012e000003A6noAAC,Business Organization,Agriculture & Horticulture,,Government: International,Indonesia,External,
0012e000003A6nzAAC,Business Organization,Defence,,PFRO (Publicly-Funded Research Organisation),United States of America,External,
0012e000003A6o8AAC,Business Organization,Services,Business & Professional,Government: Australia: Local & State,Australia,External,
0012e000003A6oIAAS,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6obAAC,Business Organization,Materials: Chemicals & Industrial Metals,,SME (small to medium enterprise),China,External,
0012e000003A6ohAAC,Business Organization,Transportation & Logistics,,SME (small to medium enterprise),Australia,External,
0012e000003A6onAAC,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6ooAAC,Business Organization,Services,Entertainment & Creative Industries,Not for profit,United States of America,External,
0012e000003A6otAAC,Business Organization,Services,Education,SME (small to medium enterprise),Australia,External,
0012e000003A6owAAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6pDAAS,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6pEAAS,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6pGAAS,Business Organization,Services,Education,SME (small to medium enterprise),Australia,External,
0012e000003A6pKAAS,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6pQAAS,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6pSAAS,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,
0012e000003A6pYAAS,Business Organization,Energy & Utilities,,Government: Australia: Local & State,Australia,External,
0012e000003A6pgAAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6pmAAC,Business Organization,Services,Education,Multinational / Other Large Corporate,New Zealand,External,
0012e000003A6prAAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6q2AAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6q3AAC,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6q6AAC,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6qLAAS,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6qfAAC,Business Organization,Defence,,Government: International,United States of America,External,0012e000003A6gmAAC
0012e000003A6r5AAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6rCAAS,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6rNAAS,Business Organization,Transportation & Logistics,,Large Australian Corporate,Australia,External,
0012e000003A6rWAAS,Business Organization,Services,Community,Not for profit,United States of America,External,
0012e000003A6rYAAS,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6rlAAC,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Germany,External,
0012e000003A6s7AAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6sCAAS,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6sEAAS,Business Organization,Health,Medical Devices,SME (small to medium enterprise),Australia,External,
0012e000003A6sFAAS,Business Organization,Services,Business & Professional,Not for profit,Australia,External,
0012e000003A6tEAAS,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6u5AAC,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6uSAAS,Business Organization,Health,Health Care & Healthy Aging,SME (small to medium enterprise),Australia,External,
0012e000003A6uoAAC,Business Organization,Public Administration,,Government: International,New Zealand,External,
0012e000003A6uyAAC,Business Organization,Services,Education,Government: Australia: Federal,Australia,External,
0012e000003A6v9AAC,Business Organization,Public Administration,,University,United Kingdom,External,
0012e000003A6vIAAS,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6vSAAS,Business Organization,Health,Medical Devices,SME (small to medium enterprise),Australia,External,
0012e000003A6vgAAC,Business Organization,Health,Medical Devices,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6vqAAC,Business Organization,Health,Biotechnology (non-Pharma),Not for profit,Australia,External,
0012e000003A6w5AAC,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,Germany,External,
0012e000003A6wPAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),China,External,
0012e000003A6wQAAS,Business Organization,Services,Education,SME (small to medium enterprise),Australia,External,
0012e000003A6wTAAS,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6wcAAC,Business Organization,Health,Diagnostics,SME (small to medium enterprise),The Netherlands,External,
0012e000003A6wfAAC,Business Organization,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,United Kingdom,External,
0012e000003A6woAAC,Business Organization,Services,Education,Government: International,United Kingdom,External,
0012e000003A6wsAAC,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6wuAAC,Business Organization,Agriculture & Horticulture,,Government: Australia: Federal,Australia,External,
0012e000003A6x7AAC,Business Organization,Health,Diagnostics,SME (small to medium enterprise),Australia,External,
0012e000003A6xHAAS,Business Organization,Manufacturing & R&D,Food & Beverage,PFRO (Publicly-Funded Research Organisation),India,External,
0012e000003A6xRAAS,Business Organization,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,Australia,External,
0012e000003A6xjAAC,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,0012e000003A6FfAAK
0012e000003A6xlAAC,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,United States of America,External,
0012e000003A6xyAAC,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,Australia,External,0012e000003A768AAC
0012e000003A6yRAAS,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,
0012e000003A6yeAAC,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A6yhAAC,Business Organization,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,Australia,External,
0012e000003A6yiAAC,Business Organization,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",SME (small to medium enterprise),Australia,External,0012e000003A6zUAAS
0012e000003A6ymAAC,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6ynAAC,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000003A6yqAAC,Business Organization,Mining & Refining,,Large Australian Corporate,Australia,External,
0012e000003A6yxAAC,Business Organization,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",Multinational / Other Large Corporate,Japan,External,
0012e000003A6z3AAC,Business Organization,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",Multinational / Other Large Corporate,Australia,External,
0012e000003A6zLAAS,Business Organization,Transportation & Logistics,,SME (small to medium enterprise),Australia,External,
0012e000003A6zNAAS,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,United Kingdom,External,
0012e000003A6zQAAS,Business Organization,Mining & Refining,,SME (small to medium enterprise),Australia,External,
0012e000003A6zYAAS,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003A6zgAAC,Business Organization,Transportation & Logistics,,SME (small to medium enterprise),Australia,External,
0012e000003A6znAAC,Business Organization,Transportation & Logistics,,Multinational / Other Large Corporate,Germany,External,
0012e000003A703AAC,Business Organization,Services,Business & Professional,Large Australian Corporate,Australia,External,
0012e000003A707AAC,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,0012e000003A6z2AAC
0012e000003A708AAC,Business Organization,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,Switzerland,External,
0012e000003A70SAAS,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,United States of America,External,
0012e000003A70UAAS,Business Organization,Construction & Construction Materials,,Large Australian Corporate,Australia,External,
0012e000003A70WAAS,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e000003A70XAAS,Business Organization,Mining & Refining,,Multinational / Other Large Corporate,India,External,0012e000003A6ZkAAK
0012e000003A70bAAC,Business Organization,Health,Medical Devices,SME (small to medium enterprise),Singapore,External,
0012e000003A70oAAC,Business Organization,Transportation & Logistics,,Government: Australia: Local & State,Australia,External,
0012e000003A710AAC,Business Organization,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",CRC (Co-operative Research Centre),Australia,External,
0012e000003A71DAAS,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",Government: Australia: Local & State,Australia,External,
0012e000003A71OAAS,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000003A71ZAAS,Business Organization,Services,Environmental,Government: Australia: Local & State,Australia,External,
0012e000003A75KAAS,Business Organization,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",Multinational / Other Large Corporate,Australia,External,
0012e000003A75ZAAS,Business Organization,Construction & Construction Materials,,Multinational / Other Large Corporate,Australia,External,
0012e000003A75nAAC,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,0012e000003A6y8AAC
0012e000003A75oAAC,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,0012e000003A6y8AAC
0012e000003A75tAAC,Business Organization,Technology: IT & Telephone Services,,Government: Australia: Federal,Australia,External,
0012e000003A75xAAC,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,New Zealand,External,0012e000003A6PuAAK
0012e000003A762AAC,Business Organization,Services,Financial & Insurance,SME (small to medium enterprise),Australia,External,
0012e000003A767AAC,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,Australia,External,
0012e000003A76IAAS,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000003A76VAAS,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),Australia,External,
0012e000003A76pAAC,Business Organization,Manufacturing & R&D,Food & Beverage,Large Australian Corporate,Australia,External,
0012e000003A77aAAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A77eAAC,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A77kAAC,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,0012e000003A6EhAAK
0012e000003A77sAAC,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A781AAC,Business Organization,Services,Education,Government: Australia: Federal,Australia,External,0012e000003A6FfAAK
0012e000003A783AAC,Business Organization,Services,Business & Professional,Government: Australia: Federal,United States of America,External,
0012e000003A785AAC,Business Organization,Services,Education,University,Hong Kong,External,
0012e000003A786AAC,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A78LAAS,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A78RAAS,Business Organization,Public Administration,,Government: International,New Zealand,External,
0012e000003A78TAAS,Business Organization,Forestry & Paper,,CRC (Co-operative Research Centre),Australia,External,
0012e000003A78VAAS,Business Organization,Agriculture & Horticulture,,Multinational / Other Large Corporate,Canada,External,
0012e000003A78jAAC,Business Organization,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,Germany,External,
0012e000003A78kAAC,Business Organization,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,Australia,External,
0012e000003A78qAAC,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,United States of America,External,0012e000003A6EbAAK
0012e000003A793AAC,Business Organization,Energy & Utilities,,SME (small to medium enterprise),Australia,External,
0012e000003A798AAC,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",Multinational / Other Large Corporate,Japan,External,
0012e000003A79IAAS,Business Organization,Materials: Chemicals & Industrial Metals,,Large Australian Corporate,Australia,External,
0012e000003A79mAAC,Business Organization,Agriculture & Horticulture,,SME (small to medium enterprise),Australia,External,
0012e000003A79wAAC,Business Organization,Health,Health Care & Healthy Aging,Multinational / Other Large Corporate,India,External,0012e000003A6gvAAC
0012e000003A7A4AAK,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",Multinational / Other Large Corporate,Australia,External,
0012e000003A7A5AAK,Business Organization,Services,Community,SME (small to medium enterprise),Australia,External,
0012e000003A7ACAA0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A7BbAAK,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003hHoPAAU,Business Organization,Services,Business & Professional,Not for profit,Malaysia,External,
0012e000003lyCcAAI,Business Organization,Defence,,Government: International,United States of America,External,
0012e000003qDZ1AAM,Business Organization,Public Administration,,Government: Australia: Federal,Australia,External,
0012e000003qDovAAE,Business Organization,Construction & Construction Materials,,Multinational / Other Large Corporate,Australia,External,
0012e000003qkT6AAI,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003rj3KAAQ,Business Organization,Services,Community,Not for profit,Australia,External,
